1.732418159709947503e+01,1.623212002809045273e+01,-8.931280495069296776e+00,1.800792490828723658e+01,1.043039007826804010e+01,1.122893625763420822e+01,8.634278848541534046e+00,-1.976247419951985940e+00,5.081018716809918345e+00,1.119727172126029657e+01,-1.059405535080444594e+01,1.941724094127315325e+01,2.099057358168345289e+01,2.358187695308598109e+01,4.354318176704958354e+00,2.907055536740774215e+01,1.361160545503939900e+01,7.890319174321217766e+00,-1.112786195072782114e+01,2.497743475932521662e+00,9.712472211477022555e+00,4.686268240768841409e+00,2.881533193279187000e+00,1.426041398624821888e+01,-8.540969060917132927e-01,4.227667312396228283e+00,1.202448607782588219e+01,1.736195306908278368e+01,1.003861148540589809e+01,1.651132435447120983e+01,1.269269229451208147e+01,2.346768992963934597e+00,1.133534158602590658e+01,1.451134539469822293e+01,-4.596918851209045975e+00,2.328604730830178227e+01,2.664288731931503307e+01,7.526370869380266448e+00,1.545249310051462288e+01,1.500411118298983837e+01,2.793735858629894864e+01,2.155571026445545968e+01,5.673630888980937925e+00,3.519319894380274150e+01,-1.227944334610925337e+00,2.344559524632073177e+01,-4.681463282277993798e+00,4.079231858842042868e+00,8.468780364345349199e+00,-8.306005659875232539e+00
1.389699575940619702e+01,7.544229164528900355e+00,1.556607206529473597e+00,1.809519278557924693e+01,1.542697700938669847e+01,5.618618972378873089e+00,-4.080789005012200654e+00,1.975628589791180501e+00,2.125056775498745054e+00,8.275307450331281345e+00,4.466148715683643466e+00,1.380734027708066591e+01,2.203308646674982185e+01,1.041052337906733527e+01,1.286090856141560579e+01,2.571511414444225352e+01,7.519334563087640255e+00,6.544750799283777454e+00,6.272931204903221536e-01,8.277130963320429302e+00,6.509916401108827522e+00,1.321622887190486395e+01,3.484444082927252939e+00,1.203546667730485176e+01,5.082051698880605706e+00,2.723268554645740469e+00,1.208074673815450950e+01,1.243940599201504860e+01,1.911773391346277551e-01,1.423539686038805385e+01,2.064143089718428570e+01,9.671236574739666025e+00,1.466445868281346065e+01,1.337288417088786829e+01,1.275739980643946936e+01,1.626572528463472622e+01,1.961587815543568070e+01,1.150581047611975727e+01,1.154385466728069964e+01,1.010544122666828315e+01,9.385587130555579805e+00,1.513225059956736906e+01,1.256005835170833684e+01,2.381425675371605877e+01,1.927662020884693073e+00,1.614977998364490119e+01,2.306293610767049529e+00,6.958123529307986388e+00,7.621833523235009622e+00,9.131586396156572860e+00
1.088064146570973989e+01,7.442932263513363900e+00,3.654442289772100949e+00,2.366443440348574612e+01,1.260292135032052485e+01,1.726295494267818853e+01,-4.574608047423322610e+00,4.682365762931031128e+00,3.284588767253094677e+00,1.381700159975482300e+01,1.088478929461808908e+00,1.886488689790117590e+01,2.342859523390231757e+01,9.184106481432797509e+00,1.281265367828416402e+01,1.969609132344776725e+01,1.104524872232891930e+01,1.212389340158297024e+01,8.243425952371420395e-01,1.407120264219556915e+01,1.172245694605394029e+01,1.954654025132196793e+01,6.392222214531563473e+00,7.303653449836855494e+00,1.405183938147579070e+01,5.411330309672145233e+00,7.993578949660562039e+00,1.502549181888374541e+01,-4.518080076130702061e+00,1.227198340887524708e+01,1.917533171585606766e+01,1.209291651384989663e+01,6.310811748492450413e+00,4.119019344356010137e+00,3.959248332921838642e+00,1.904520929941254792e+01,1.500556540563939478e+01,9.604881235518757165e+00,3.529073500656066731e+00,1.515760959890085857e+01,7.280582058404107215e+00,1.424215945155328811e+01,1.179149345470414545e+01,1.970341116417823457e+01,2.834078838369834763e+00,8.691031009881610814e+00,-3.705453293620257771e-01,5.682680803173707496e+00,9.598346612223627616e+00,6.621731939844707426e+00
1.230208673214489146e+01,1.088258921955912051e+01,3.908899211441704491e+00,2.511645018035649812e+01,8.880247883794394781e+00,1.941096656149798605e+01,-9.644979443107073447e-01,3.898344186370493958e+00,7.097466191545678704e+00,1.466938708112430767e+01,-2.854749184346632607e+00,1.888702750885144255e+01,2.162069195171419622e+01,1.009440576803697986e+01,1.261304193857484535e+01,1.872852092772959409e+01,1.140214385320323132e+01,1.189324221211881216e+01,1.228497261925743267e+00,1.421908027343564740e+01,1.745260200922015414e+01,2.014590465830298882e+01,5.892888606561985654e+00,3.011360843355241901e+00,2.090712830353186646e+01,2.296146745383227827e+00,5.193813411683001924e+00,1.681830073708269779e+01,-2.602781251033440935e+00,1.058979530069311004e+01,1.457839307531309458e+01,1.266853023411693258e+01,3.941392198655644830e+00,3.599879756594582592e+00,-5.230797976509314218e+00,2.090996481115505645e+01,1.543424611004986957e+01,7.360968302812015196e+00,-1.110537543610648825e+00,1.703406470365670700e+01,8.537516203592064201e+00,1.283611214743436868e+01,9.366018350234126544e+00,1.946565783858752141e+01,1.551785507617380100e+00,1.177957976720746558e+01,-2.622953105698831777e+00,6.677158862861668709e+00,8.605581566121724535e+00,4.695916699730075194e+00
2.364560801188310180e+01,1.685239168837581403e+01,-6.823378841378992199e+00,1.356400431980747534e+01,1.186875261686324023e+01,-8.491621454271799152e+00,5.031683562809112331e+00,-7.020017229130464109e+00,7.039027486460828875e+00,1.180791381746027380e+00,-3.987837699612792886e+00,8.149893635092572808e+00,1.813200860333615339e+01,1.845192916629998692e+01,1.022624829552758641e+01,3.799972416432359523e+01,3.857761177988927148e+00,-3.403923486033873402e+00,-4.917513723722049868e+00,-3.383150223358396769e+00,9.674438172896044463e+00,1.815300023492060655e+00,-3.882748893423126457e+00,1.216452543322136748e+01,1.067438893578552817e+00,-9.131262814642916226e+00,1.356909685471913818e+01,1.386658688505043457e+01,1.289868577604460320e+01,1.572875002722038928e+01,1.329985411511891158e+01,4.240458426072001963e+00,2.352688691871590976e+01,2.853034095803545256e+01,3.512746346801159714e+00,1.899650061803407652e+01,3.236090002522958287e+01,9.079501906176904669e+00,1.695174196390323829e+01,7.008846857419431586e+00,2.116871914740755756e+01,1.688808335252417692e+01,7.230508951176808807e+00,3.657881129919299923e+01,-5.149107240943261665e+00,3.827994194766692004e+01,-1.806007170556783947e+00,9.424770300962970637e+00,2.014920488885077354e+00,3.261073081759242154e+00
1.633891643724244247e+01,7.239921672291820265e+00,2.098380097018627044e+00,2.637327853485620111e+01,1.385923941406584170e+01,5.312427850014475261e+00,-1.306274052332248381e+01,-1.666829878421106637e+00,2.214230971316395458e+00,7.727105272118077295e+00,1.495697973695294225e+00,1.407359306569748014e+01,2.648499594936178880e+01,4.708405292786743246e+00,1.816263414579566771e+01,3.024408381653067934e+01,4.076745842781823725e+00,4.336857049303281642e+00,1.453065706543779312e+00,1.103218986001942170e+01,1.333478494880012200e+01,2.147679126275932049e+01,-4.967734124907738358e-01,3.427690687158733152e+00,1.835862239529827988e+01,-7.499766053613810435e+00,7.576036687659879476e+00,1.481887892436302678e+01,-8.376943981103767811e+00,1.222261334713732950e+01,2.240176393022469625e+01,1.430996656973181125e+01,1.359598194637252710e+01,1.193289902527407342e+01,5.809550545715040037e+00,1.999721896050239067e+01,2.158789435790263056e+01,9.913692942338977687e+00,7.319121069272525038e-01,1.157777365526593982e+01,9.051426002232657586e-01,1.225100865006938200e+01,1.319854151221350413e+01,2.469601679508611980e+01,-3.921407627229289261e+00,1.983282043674370598e+01,-3.210483048542530859e+00,7.997873231844203623e+00,4.058772135840457373e+00,1.320950578199256320e+01
1.233132106068659795e+01,1.081021421483183609e+01,-3.134366668996446670e+00,1.114506564445824566e+01,1.501493718914002251e+01,9.768642871590939691e+00,8.649261709969310985e+00,4.189769914433469467e+00,2.681435128259699319e+00,1.077313359064252829e+01,9.510996853901346748e-01,1.682748958601931477e+01,1.816395802611648591e+01,2.082268895023762667e+01,4.393014360106768379e+00,2.225314362165590865e+01,1.377633060381944574e+01,1.014055928887534641e+01,-5.239338859114194058e+00,4.209472221702711181e+00,1.336148503002421828e+00,2.967175782965909558e+00,7.434604670137502147e+00,2.093301794515462078e+01,-9.511469126603119051e+00,1.375974581691848364e+01,1.607060445179887864e+01,1.242846327682553387e+01,1.101649256816435418e+01,1.709435360778345725e+01,1.634715622500670307e+01,2.565534697242360274e+00,1.332241480669897982e+01,1.374183203380491314e+01,1.212968009395327407e+01,1.593840613273825646e+01,1.998216742718627259e+01,1.143363321462526727e+01,2.272672936373129460e+01,1.133198860379289030e+01,2.447795046620398907e+01,2.063261973487655609e+01,9.418981310027206177e+00,2.725837324963277553e+01,6.299586983400754292e+00,1.402941291129451074e+01,4.297742202849560655e+00,4.339890900476835789e+00,1.175190034667400774e+01,-2.105257735146258913e+00
1.107903303866001643e+01,2.818860529289601402e+00,-1.564450601808043295e+00,2.718974766341510474e+01,1.811640610189931166e+01,1.454027947296139445e+01,-1.516248250919625207e+01,1.613699034305675406e+00,-4.738586855103824824e+00,1.287602643762407517e+01,1.069770663782726450e+00,2.188801516524904756e+01,3.142410793949283132e+01,8.311748756594544929e+00,1.379174562893486566e+01,2.752798066448082537e+01,1.019942651668166000e+01,1.153608504706246762e+01,-5.042173052827546798e+00,1.342705851932502803e+01,5.004629930796570036e+00,2.122088719236171173e+01,3.936059921576093412e+00,1.158925513800096141e+01,5.748573931475888799e+00,5.135841927665500073e+00,1.091386919315425352e+01,1.507941413305813505e+01,-1.209713631122865785e+01,1.576551599701432238e+01,2.829662330658959490e+01,1.115452208418690638e+01,9.535824045535999716e+00,4.507522516231023069e+00,1.242364384467820848e+01,2.108955921407730827e+01,1.893390095880595325e+01,1.180726493656833753e+01,7.392630751836981595e+00,1.434545450345120621e+01,5.754814665232924398e+00,1.837785762310134174e+01,1.503066162647471060e+01,2.653360244880417440e+01,-4.547961358890910133e-01,7.486160759421470523e+00,-2.937435791432302157e+00,2.693475740561489307e+00,9.447750907021754685e+00,6.529283474398686060e+00
1.764944803184583222e+01,9.804584988187347250e+00,-6.942574752183808151e+00,2.763876547336620604e+01,1.388758616784305744e+01,8.810388100018828439e+00,-9.978554843702109878e+00,-4.750344993589142639e+00,-4.518593546660397697e-01,9.807391702729603367e+00,-7.467262585020768562e+00,1.983735702317091310e+01,2.984561507239813594e+01,1.293070380647328577e+01,1.273680363819093841e+01,3.506481062947959515e+01,8.324568446375783637e+00,5.966262571152552319e+00,-9.036555342727488949e+00,7.551326953221693117e+00,1.093150676983368363e+01,1.673275400483351660e+01,-1.141115837274994327e+00,8.062873194121035425e+00,8.969547857920995071e+00,-4.563926593601160597e+00,9.430997195543389111e+00,1.772989083741655492e+01,-6.012093042705899393e+00,1.565044295034612354e+01,2.237766073975551251e+01,8.911721316991895847e+00,1.246815388336531427e+01,1.178610181537460200e+01,2.537796530116108173e-01,2.508697574667911923e+01,2.704281511726953724e+01,8.790634823721157787e+00,6.050422772542703775e+00,1.446120692982882439e+01,1.230406569328863675e+01,1.885526741827571229e+01,1.073315727703873712e+01,3.465065876589919469e+01,-6.517850684464641553e+00,2.181823200936661422e+01,-8.233204148055621729e+00,4.201561375946570642e+00,5.391889795968734411e+00,1.686043215463590927e+00
1.466931973047443094e+01,4.446223923227545782e+00,-5.124293229634791835e+00,2.184653773475199401e+01,1.984227405417830425e+01,4.075184157792524076e+00,-1.255850224226026235e+01,-1.711605925555615526e+00,-5.141546734935742435e+00,7.842207528163011254e+00,1.852387833586369048e+00,1.773097471654834223e+01,2.972832171870566853e+01,1.147807434914159685e+01,1.257588999921651940e+01,3.388910466130008103e+01,7.642145185024808107e+00,6.203748852776674205e+00,-6.945937272011041941e+00,6.879989866016322786e+00,8.126770506540668126e-01,1.379755413654490148e+01,9.484668979137688138e-01,1.620541436345275343e+01,-3.370273717530669177e+00,2.413658567342466643e+00,1.471024278625209902e+01,1.339737170380797870e+01,-5.895025281189840705e+00,1.788874760887579640e+01,2.818788167265962130e+01,7.740151602861861768e+00,1.709126607068101578e+01,1.374546617445409780e+01,1.775448288475759284e+01,1.951422733105527740e+01,2.452996704379644655e+01,1.292958678362066749e+01,1.544133992044476855e+01,1.020534532488700563e+01,1.061872470881724162e+01,2.007430183313271499e+01,1.461096225399120740e+01,3.219876779959778190e+01,-1.926653426079177223e+00,1.616808868431479951e+01,-1.543032991313044056e+00,3.602360348052789707e+00,7.521436858058664576e+00,6.279712455209156552e+00
